food_id,dish_name,food_type,cuisine_region,meal_time_category,serving_size_g,default_portion,carbs_g,protein_g,fat_g,fiber_g,sugar_g,glycemic_index,glycemic_load,calories_kcal,sodium_mg,vitamins_minerals_info,avoid_for_diabetic,safe_threshold_sugar,risky_threshold_sugar,risky_reason,recommended_alternatives,portion_adjustment,meal_time_fit,dietitian_notes
820,Pumpkin cookies ,Vegetable,Global,Snack,100,1 serving,44.69,2.51,3.93,1.06,31.62,37,16.5353,218.4,51.49,"19.36, 0.52, 1.26, 7.8",No,90,120,Normal,"Cauliflower canjee (Phoolgobhi ki canjee), Cold tomato soup, Hot and sour soup",limit to small portion (¾ cup); minimal oil,General,Non‑starchy veg are ideal; include leafy greens; keep oil low. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
821,Greenpea cookies,Snack,Global,Snack,100,1 serving,23.07,6.53,4.24,5.32,14.45,38,8.7666,159.42,229.9,"48.45, 1.47, 16.8, 28.24",No,100,130,Normal,"Schezwan chutney, Baked potato with skin , Penne platter",okay at normal portion; avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
822,Sunflower cookies,Snack,Global,Snack,100,1 serving,40.06,9.49,36.28,3.95,24.28,60,24.036000000000005,520.62,181.68,"70.45, 2.21, 0.0, 51.65",No,90,120,Normal,"Canjee, Pickled mustard greens , Fermented bamboo shoot pickle (Mesu pickle)",reduce to half portion; avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
823,Cardamom cookies (Elaichi cookies),Snack,Global,Snack,100,1 serving,53.99,5.1,19.12,2.79,38.99,57,30.774300000000004,400.49,98.45,"25.21, 1.41, 0.0, 34.95",No,90,120,Normal,"Canjee, Pickled mustard greens , Fermented bamboo shoot pickle (Mesu pickle)",reduce to half portion; avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
824,Hazelnut cookies,Snack,Global,Snack,100,1 serving,39.44,6.25,34.97,2.45,22.01,60,23.664,493.32,81.06,"47.43, 1.29, 0.0, 19.45",No,90,120,Normal,"Canjee, Pickled mustard greens , Fermented bamboo shoot pickle (Mesu pickle)",reduce to half portion; avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
825,Milk cookies,Dairy,Global,Breakfast,200,1 cup,48.43,10.49,24.96,0.99,22.06,56,27.1208,459.43,156.53,"251.59, 0.75, 2.03, 19.54",No,90,120,Normal,"Paneer soup, Spinach paneer kofta curry (Palak paneer kofta curry), Paneer kofta curry",reduce to half portion; choose low‑fat/unsweetened,General,"Use low‑fat, unsweetened choices; watch added sugar in desserts. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes."
826,Cranberry cookies,Snack,Global,Snack,100,1 serving,36.39,3.92,12.66,1.13,19.96,69,25.1091,272.48,58.25,"36.16, 0.71, 5.52, 17.21",Yes,90,120,High GI,"Canjee, Pickled mustard greens , Fermented bamboo shoot pickle (Mesu pickle)",reduce to half portion; avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
827,Olive biscuit,Snack,Global,Snack,100,1 serving,55.01,3.2,23.75,0.82,32.27,64,35.2064,438.29,120.1,"10.76, 1.37, 0.0, 2.28",Yes,90,120,High GI,"Canjee, Pickled mustard greens , Fermented bamboo shoot pickle (Mesu pickle)",reduce to half portion; avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
828,Tutti fruitti biscuit,Snack,Global,Snack,120,1 fruit,53.12,5.21,17.9,5.43,15.75,30,15.936,420.78,93.11,"23.81, 1.96, 0.0, 15.19",No,90,120,Normal,"Puffy omelette/omlet, Brown stock, Canjee",limit to small portion (¾ cup); avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
829,Peach blueberry preserves,Snack,Global,Snack,100,1 serving,45.76,0.53,0.2,1.14,45.33,50,22.88,177.38,2.81,"9.03, 0.33, 16.56, 16.68",No,90,120,Normal,"Fermented bamboo shoot pickle (Mesu pickle), Consomme au julienne, Mayonnaise",reduce to half portion; avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
830,Pear preserves (Naashpati ka murabba),Fruit,Global,Snack,100,1 serving,25.67,0.25,0.19,3.06,25.19,67,17.198900000000002,101.24,2.1,"6.57, 0.23, 15.65, 21.93",Yes,100,130,High GI,"Orange omelette/omlet, Pearl millet mathri (Bajra mathri), Mango mousse",limit to small portion (¾ cup); prefer whole fruit,General,Prefer whole fruit over juice; pair with nuts/curd; avoid late‑night large portions. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
831,Starfruit preserves ,Snack,Global,Snack,120,1 fruit,33.62,0.24,0.12,0.78,33.47,39,13.1118,128.93,2.06,"5.24, 0.2, 17.65, 4.32",No,90,120,Normal,"Schezwan chutney, Baked potato with skin , Black channa curry/Bengal gram curry (Kale chane ki curry)",okay at normal portion; avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
832,Gooseberry pickle (Amla ka achaar),Snack,Global,Snack,100,1 serving,7.61,1.55,27.61,3.7,0.36,58,4.4138,278.58,86.38,"31.17, 1.04, 4.85, 2.09",No,110,140,Normal,"Canjee, Pickled mustard greens , Fermented bamboo shoot pickle (Mesu pickle)",okay at normal portion; avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
833,Lotus stem pickle (Kamal kakdi ka achar),Snack,Global,Snack,100,1 serving,20.07,1.44,1.6,8.58,2.53,33,6.623100000000001,102.69,181.83,"137.73, 20.57, 12.35, 1.91",No,100,130,Normal,"Puffy omelette/omlet, Brown stock, Canjee",okay at normal portion; avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
834,Date pickle (Khajoor ka achaar),Snack,Global,Snack,100,1 serving,34.66,1.68,4.21,5.2,30.47,36,12.477599999999995,182.29,138.86,"41.49, 1.96, 3.46, 15.77",No,90,120,Normal,"Puffy omelette/omlet, Brown stock, Canjee",okay at normal portion; avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
835,Garlic pickle (Lahasun ka achar),Snack,Global,Snack,100,1 serving,9.75,3.72,39.88,5.13,2.32,36,3.51,413.62,269.12,"54.66, 1.82, 7.33, 15.98",No,110,140,Normal,"Puffy omelette/omlet, Brown stock, Canjee",okay at normal portion; avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
836,Fermented bamboo shoot pickle (Mesu pickle),Snack,Global,Snack,100,1 serving,1.73,1.58,5.59,2.24,0.29,32,0.5536,59.83,161.31,"16.62, 0.69, 19.87, 23.14",No,110,140,Normal,"Puffy omelette/omlet, Brown stock, Canjee",okay at normal portion; avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
837,Sweet peach pickle (Aadoo ka achaar),Snack,Global,Snack,100,1 serving,37.01,0.46,0.2,1.32,36.46,69,25.5369,144.64,33.04,"11.99, 0.33, 7.36, 8.5",Yes,90,120,High GI,"Canjee, Pickled mustard greens , Fermented bamboo shoot pickle (Mesu pickle)",reduce to half portion; avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
838,Pickled mustard greens ,Snack,Global,Snack,100,1 serving,1.05,1.51,0.22,1.7,0.02,48,0.504,13.12,242.36,"81.44, 1.22, 301.6, 550.52",No,110,140,Normal,"Fermented bamboo shoot pickle (Mesu pickle), Consomme au julienne, Mayonnaise",okay at normal portion; avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
839,Small onion pickle ,Snack,Global,Snack,100,1 serving,2.76,1.65,0.64,1.09,2.99,34,0.9384,16.86,249.48,"31.95, 1.2, 19.37, 16.9",No,110,140,Normal,"Puffy omelette/omlet, Brown stock, Canjee",okay at normal portion; avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
840,Green tomato pickle (Haray tamatar ka achaar),Vegetable,Global,Snack,100,1 serving,2.87,1.23,19.67,1.74,0.77,61,1.7507,193.26,159.18,"14.22, 0.77, 8.21, 7.15",Yes,110,140,High GI,"Cauliflower canjee (Phoolgobhi ki canjee), Cold tomato soup, Hot and sour soup",limit to small portion (¾ cup); minimal oil,General,Non‑starchy veg are ideal; include leafy greens; keep oil low. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
841,Pickled cabbage ,Vegetable,Global,Snack,100,1 serving,2.56,0.39,0.14,0.61,2.08,51,1.3056,13.69,121.39,"15.96, 0.19, 16.63, 23.56",No,110,140,Normal,"Cauliflower canjee (Phoolgobhi ki canjee), Hot and sour soup, Cold summer garden soup",okay at normal portion; minimal oil,General,Non‑starchy veg are ideal; include leafy greens; keep oil low. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
842,Coconut pickle (Nariyal ka aachar),Snack,Global,Snack,100,1 serving,11.53,3.02,51.71,6.35,8.98,74,8.5322,517.26,176.54,"44.78, 2.62, 1.71, 5.56",Yes,110,140,High GI,"Canjee, Pickled mustard greens , Fermented bamboo shoot pickle (Mesu pickle)",reduce to half portion; avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. High‑GI: emphasise portion control and add fiber/protein. 10–15 min walk post‑meal helps control spikes.
843,Potato pickle (Aloo ka achaar),Vegetable,Global,Snack,100,1 serving,7.87,2.07,36.46,2.21,0.82,52,4.0924000000000005,369.14,213.73,"48.46, 1.12, 10.14, 8.16",No,110,140,Normal,"Cauliflower canjee (Phoolgobhi ki canjee), Hot and sour soup, Cold summer garden soup",okay at normal portion; minimal oil,General,Non‑starchy veg are ideal; include leafy greens; keep oil low. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
844,Mango murabba candy,Fruit,Global,Snack,120,1 fruit,77.32,0.27,0.05,0.95,74.73,43,33.2476,293.35,13.71,"16.55, 0.33, 19.85, 5.7",No,90,120,Normal,"Orange and pineapple cream, Pear chocholate sunday, Cold pineapple souffle",reduce to half portion; prefer whole fruit,General,Prefer whole fruit over juice; pair with nuts/curd; avoid late‑night large portions. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
845,Afghani chicken,Meat,Global,Dinner,100,1 serving,1.95,15.66,9.07,0.31,0.83,44,0.858,151.51,87.02,"35.14, 1.04, 3.54, 20.52",No,110,140,Normal,"Fried Egg , Prawn curry (with coconut) (Jhinga curry), Minced meat ball curry",okay at normal portion; prefer grilled/less gravy,General,Choose lean cuts; avoid heavy gravies; balance with salad/veg. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
846,Fish orly,Meat,Global,Dinner,100,1 serving,4.27,5.87,58.18,0.33,0.24,64,2.7328,563.7,136.37,"9.55, 0.31, 1.35, 12.83",Yes,110,140,High GI,"Roast chicken, Egg in a pepper, Fried Egg ",limit to small portion (¾ cup); prefer grilled/less gravy,General,Choose lean cuts; avoid heavy gravies; balance with salad/veg. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
847,Hariyali Fish Tikka,Meat,Global,Dinner,100,1 serving,2.21,14.01,9.41,0.99,0.83,57,1.2597,150.24,100.45,"34.86, 0.83, 11.11, 26.78",No,110,140,Normal,"Roast chicken, Egg in a pepper, Fried Egg ",okay at normal portion; prefer grilled/less gravy,General,Choose lean cuts; avoid heavy gravies; balance with salad/veg. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
848,Chicken manchurian,Meat,Chinese,Dinner,100,1 serving,6.06,9.53,11.96,0.41,0.9,78,4.7268,142.34,2414.77,"26.52, 1.28, 10.37, 45.99",Yes,110,140,High GI,"Roast chicken, Egg in a pepper, Fried Egg ",reduce to half portion; prefer grilled/less gravy,General,Choose lean cuts; avoid heavy gravies; balance with salad/veg. High‑GI: emphasise portion control and add fiber/protein. 10–15 min walk post‑meal helps control spikes.
849,Handi chicken,Meat,Global,Dinner,100,1 serving,1.49,12.32,12.46,0.67,0.75,39,0.5811,166.02,75.64,"26.85, 0.93, 1.47, 20.46",No,110,140,Normal,"Fried Egg , Prawn curry (with coconut) (Jhinga curry)",okay at normal portion; prefer grilled/less gravy,General,Choose lean cuts; avoid heavy gravies; balance with salad/veg. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
850,Lemon chicken,Meat,Global,Dinner,100,1 serving,0.55,20.2,9.66,0.16,0.16,49,0.2695,169.79,79.93,"17.4, 0.95, 8.94, 31.21",No,110,140,Normal,"Fried Egg , Egg drop soup, Chicken kebab",okay at normal portion; prefer grilled/less gravy,General,Choose lean cuts; avoid heavy gravies; balance with salad/veg. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
851,Lemon butter fish,Meat,Global,Dinner,100,1 serving,0.75,16.38,10.26,0.36,0.23,51,0.3825,160.25,187.72,"18.66, 0.4, 8.7, 19.1",No,110,140,Normal,"Egg in a pepper, Fried Egg , Egg drop soup",okay at normal portion; prefer grilled/less gravy,General,Choose lean cuts; avoid heavy gravies; balance with salad/veg. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
852,Baked eggs in tomato sauce,Meat,Global,Breakfast,100,1 serving,3.78,4.92,5.22,0.01,2.03,43,1.6254,80.05,188.21,"71.94, 1.31, 245.7, 317.88",No,110,140,Normal,"Fried Egg , Prawn curry (with coconut) (Jhinga curry), Egg nog",okay at normal portion; prefer grilled/less gravy,General,Choose lean cuts; avoid heavy gravies; balance with salad/veg. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
853,Egg in a pepper,Meat,Global,Breakfast,100,1 serving,0.17,12.64,8.68,0.17,0.05,43,0.0731,128.78,183.89,"48.25, 1.76, 33.6, 290.24",No,110,140,Normal,"Fried Egg , Prawn curry (with coconut) (Jhinga curry), Egg nog",okay at normal portion; prefer grilled/less gravy,General,Choose lean cuts; avoid heavy gravies; balance with salad/veg. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
854,Spinach mushroom scrambled egg (Palak mushroom bhurji),Meat,Global,Breakfast,100,1 serving,0.59,13.28,11.51,0.39,0.1,65,0.3835,158.85,227.97,"140.31, 1.6, 2.27, 54.24",Yes,110,140,High GI,"Roast chicken, Egg in a pepper, Fried Egg ",limit to small portion (¾ cup); prefer grilled/less gravy,General,Choose lean cuts; avoid heavy gravies; balance with salad/veg. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
855,Corn omelette/omlet,Snack,Global,Snack,100,1 serving,1.57,11.37,12.89,0.02,0.41,40,0.628,166.93,166.42,"96.22, 1.34, 2.9, 81.65",No,110,140,Normal,"Fermented bamboo shoot pickle (Mesu pickle), Iced tea, Steeped hot coffee",okay at normal portion; avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
856,Cajun chicken,Meat,Global,Dinner,100,1 serving,1.94,12.69,13.99,0.89,1.1,40,0.7759999999999999,184.94,1740.13,"156.98, 0.53, 45.44, 44.55",No,110,140,Normal,"Fried Egg , Prawn curry (with coconut) (Jhinga curry)",okay at normal portion; prefer grilled/less gravy,General,Choose lean cuts; avoid heavy gravies; balance with salad/veg. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
857,Paaner do pyaza,Snack,Global,Snack,100,1 serving,3.41,4.22,10.87,0.84,2.2,78,2.6598,127.7,160.66,"57.22, 0.45, 16.81, 35.64",Yes,110,140,High GI,"Canjee, Pickled mustard greens , Fermented bamboo shoot pickle (Mesu pickle)",reduce to half portion; avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. High‑GI: emphasise portion control and add fiber/protein. 10–15 min walk post‑meal helps control spikes.
858,Cabbage manchurian (Pattagobhi manchurian),Vegetable,Chinese,Snack,100,1 serving,4.85,0.64,22.48,0.37,0.33,77,3.7345,224.26,75.02,"3.18, 0.2, 28.39, 30.24",Yes,110,140,High GI,"Cauliflower canjee (Phoolgobhi ki canjee), Cold tomato soup, Hot and sour soup",reduce to half portion; minimal oil,General,Non‑starchy veg are ideal; include leafy greens; keep oil low. High‑GI: emphasise portion control and add fiber/protein. 10–15 min walk post‑meal helps control spikes.
859,Gobi 65,Vegetable,Global,Snack,100,1 serving,3.59,0.56,29.11,0.57,0.29,46,1.6513999999999998,278.29,69.22,"12.37, 0.3, 27.52, 37.66",No,110,140,Normal,"Cauliflower canjee (Phoolgobhi ki canjee), Hot and sour soup, Cold summer garden soup",okay at normal portion; minimal oil,General,Non‑starchy veg are ideal; include leafy greens; keep oil low. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
860,Paneer lababdar,Dairy,Global,Dinner,100,1 serving,3.37,3.98,8.46,1.16,1.96,57,1.9209,105.48,142.45,"55.56, 0.56, 27.48, 56.6",No,110,140,Normal,"Paneer soup, Cheese soup, Spinach paneer kofta curry (Palak paneer kofta curry)",okay at normal portion; choose low‑fat/unsweetened,General,"Use low‑fat, unsweetened choices; watch added sugar in desserts. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes."
861,Roasted cauliflower steak,Vegetable,Global,Breakfast,200,1 cup,2.02,2.05,6.7,3.53,0.44,68,1.3736000000000002,78.68,120.19,"24.47, 0.95, 47.14, 46.0",Yes,110,140,High GI,"Cauliflower canjee (Phoolgobhi ki canjee), Cold tomato soup, Hot and sour soup",limit to small portion (¾ cup); minimal oil,General,Non‑starchy veg are ideal; include leafy greens; keep oil low. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
862,Sauteed radishes with green beans,Snack,Global,Snack,100,1 serving,6.04,2.41,6.61,3.52,1.78,47,2.8388,94.32,65.1,"40.2, 1.01, 6.55, 45.89",No,110,140,Normal,"Fermented bamboo shoot pickle (Mesu pickle), Consomme au julienne, Mayonnaise",okay at normal portion; avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
863,Garlic chutney/Poondu chutney (Lahasun ki chutney),Snack,Global,Snack,100,1 serving,20.44,3.34,17.55,5.15,13.36,66,13.4904,255.51,177.62,"63.51, 3.26, 5.7, 16.82",Yes,100,130,High GI,"Canjee, Pickled mustard greens , Fermented bamboo shoot pickle (Mesu pickle)",limit to small portion (¾ cup); avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
864,Schezwan chutney,Snack,Global,Snack,100,1 serving,10.79,3.33,17.72,5.72,5.66,30,3.237,205.19,486.27,"35.46, 1.96, 26.36, 159.08",No,110,140,Normal,"Puffy omelette/omlet, Brown stock, Canjee",okay at normal portion; avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
865,Onion chutney (Pyaaz ki chutney/Vengaya chutney),Snack,Global,Snack,100,1 serving,13.52,2.97,8.38,4.6,6.8,66,8.9232,143.94,256.89,"28.5, 1.19, 2.83, 17.03",Yes,110,140,High GI,"Canjee, Pickled mustard greens , Fermented bamboo shoot pickle (Mesu pickle)",limit to small portion (¾ cup); avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
866,Dates chutney (Khajoor ki chutney),Snack,Global,Snack,100,1 serving,21.69,1.07,1.12,3.41,18.68,56,12.146400000000002,103.57,76.77,"28.72, 1.19, 3.41, 17.27",No,100,130,Normal,"Canjee, Pickled mustard greens , Fermented bamboo shoot pickle (Mesu pickle)",okay at normal portion; avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
867,Chicken salad,Meat,Global,Dinner,150,1 bowl salad,1.3,15.33,30.26,2.0,0.96,51,0.6629999999999999,338.19,50.62,"43.19, 1.23, 4.92, 35.5",No,110,140,Normal,"Egg in a pepper, Fried Egg , Egg drop soup",okay at normal portion; prefer grilled/less gravy,General,Choose lean cuts; avoid heavy gravies; balance with salad/veg. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
868,Macaroni salad,Vegetable,Global,Dinner,150,1 bowl salad,21.63,5.02,17.78,0.56,3.73,56,12.1128,262.19,163.99,"35.7, 0.77, 22.15, 34.69",No,100,130,Normal,"Cauliflower canjee (Phoolgobhi ki canjee), Cold tomato soup, Hot and sour soup",okay at normal portion; minimal oil,General,Non‑starchy veg are ideal; include leafy greens; keep oil low. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
869,Cabbage raita (Pattagobhi raita),Dairy,Global,Snack,100,1 serving,5.25,3.24,5.76,0.93,4.21,50,2.625,84.84,125.31,"118.49, 0.19, 28.29, 53.73",No,110,140,Normal,"Paneer soup, Spinach paneer kofta curry (Palak paneer kofta curry), Paneer kofta curry",okay at normal portion; choose low‑fat/unsweetened,General,"Use low‑fat, unsweetened choices; watch added sugar in desserts. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes."
870,Pomegranate raita (Anaar ka raita),Dairy,Global,Snack,100,1 serving,7.15,4.05,3.24,0.6,7.01,31,2.2165,72.64,195.18,"138.31, 0.25, 4.6, 23.86",No,110,140,Normal,"Paneer soup, Cheese soup, Spinach paneer kofta curry (Palak paneer kofta curry)",okay at normal portion; choose low‑fat/unsweetened,General,"Use low‑fat, unsweetened choices; watch added sugar in desserts. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes."
871,Onion raita (Pyaaz ka raita),Dairy,Global,Snack,100,1 serving,7.86,4.86,2.43,0.65,7.07,57,4.4802,71.56,189.96,"163.8, 0.3, 8.44, 32.13",No,110,140,Normal,"Paneer soup, Cheese soup, Spinach paneer kofta curry (Palak paneer kofta curry)",okay at normal portion; choose low‑fat/unsweetened,General,"Use low‑fat, unsweetened choices; watch added sugar in desserts. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes."
872,Green chilli raita (Hari mirch ka raita),Dairy,Global,Snack,100,1 serving,7.66,5.58,2.92,0.26,7.49,78,5.9748,77.13,161.31,"193.58, 0.21, 4.3, 18.82",Yes,110,140,High GI,"Paneer soup, Cheese soup, Spinach paneer kofta curry (Palak paneer kofta curry)",reduce to half portion; choose low‑fat/unsweetened,General,"Use low‑fat, unsweetened choices; watch added sugar in desserts. High‑GI: emphasise portion control and add fiber/protein. 10–15 min walk post‑meal helps control spikes."
873,Kale salad,Vegetable,Global,Dinner,150,1 bowl salad,5.01,4.86,15.33,1.36,3.31,49,2.4549,177.71,292.04,"109.11, 1.3, 30.49, 35.39",No,110,140,Normal,"Cauliflower canjee (Phoolgobhi ki canjee), Hot and sour soup, Cold summer garden soup",okay at normal portion; minimal oil,General,Non‑starchy veg are ideal; include leafy greens; keep oil low. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
874,Spinach and paneer souffle ,Dairy,Global,Dinner,100,1 serving,9.64,7.56,13.49,1.07,2.81,53,5.1092,186.19,434.68,"114.32, 1.4, 10.82, 133.95",No,110,140,Normal,"Paneer soup, Spinach paneer kofta curry (Palak paneer kofta curry), Paneer kofta curry",okay at normal portion; choose low‑fat/unsweetened,General,"Use low‑fat, unsweetened choices; watch added sugar in desserts. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes."
875,Masala souffle ,Snack,Global,Snack,100,1 serving,8.02,6.38,7.37,1.24,1.84,53,4.2506,123.51,131.14,"103.68, 0.74, 382.64, 363.81",No,110,140,Normal,"Canjee, Fermented bamboo shoot pickle (Mesu pickle), Consomme au julienne",okay at normal portion; avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
876,Chicken and cheese souffle,Meat,Global,Dinner,100,1 serving,3.47,9.07,14.74,0.26,2.46,47,1.6309,182.35,120.93,"61.71, 0.63, 2.4, 28.77",No,110,140,Normal,"Fried Egg , Egg drop soup, Chicken kebab",okay at normal portion; prefer grilled/less gravy,General,Choose lean cuts; avoid heavy gravies; balance with salad/veg. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
877,Tamarind chutney (Chintapandu pachadi/Puli chutney),Snack,Global,Snack,100,1 serving,25.07,0.88,0.48,1.65,22.85,46,11.5322,109.15,75.61,"40.3, 1.95, 0.03, 0.18",No,100,130,Normal,"Fermented bamboo shoot pickle (Mesu pickle), Consomme au julienne, Mayonnaise",okay at normal portion; avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
878,Pav bhaji masala,Vegetable,Global,Snack,100,1 serving,29.15,9.13,10.96,24.3,1.48,33,9.6195,230.47,1814.66,"588.91, 12.84, 0.06, 0.21",No,100,130,Normal,"Cauliflower canjee (Phoolgobhi ki canjee), Cold tomato soup, Hot and sour soup",okay at normal portion; minimal oil,General,Non‑starchy veg are ideal; include leafy greens; keep oil low. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
879,Green chutney,Snack,Global,Snack,100,1 serving,10.01,5.42,1.6,5.84,0.92,40,4.004,79.42,262.81,"112.74, 4.58, 7.35, 15.53",No,110,140,Normal,"Fermented bamboo shoot pickle (Mesu pickle), Iced tea, Steeped hot coffee",okay at normal portion; avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
